Date_value,Day_quarter,in_ACCIDENT AND EMERGENCY,in_CARDIOLOGY,in_COVID,in_DERMATOLOGY,in_GASTROENTEROLOGY,in_GENERAL MEDICINE,in_GENERAL SURGERY,in_GERIATRIC MEDICINE,in_GYNAECOLOGY,in_HAEMATOLOGY (CLINICAL),in_ONCOLOGY,in_OPHTHALMOLOGY,in_OTHER,in_PALLIATIVE MEDICINE,in_REHABILITATION,in_THORACIC MEDICINE,in_TRAUMA AND ORTHOPAEDICS,in_UROLOGY,in_total,out_ACCIDENT AND EMERGENCY,out_CARDIOLOGY,out_COVID,out_DERMATOLOGY,out_GASTROENTEROLOGY,out_GENERAL MEDICINE,out_GENERAL SURGERY,out_GERIATRIC MEDICINE,out_GYNAECOLOGY,out_HAEMATOLOGY (CLINICAL),out_ONCOLOGY,out_OPHTHALMOLOGY,out_OTHER,out_PALLIATIVE MEDICINE,out_REHABILITATION,out_THORACIC MEDICINE,out_TRAUMA AND ORTHOPAEDICS,out_UROLOGY,out_total,D_O_W,W_O_M,MONTH,daily_total,total,daily_GENERAL SURGERY,GENERAL SURGERY,daily_GERIATRIC MEDICINE,GERIATRIC MEDICINE,daily_THORACIC MEDICINE,THORACIC MEDICINE,daily_ACCIDENT AND EMERGENCY,ACCIDENT AND EMERGENCY,daily_UROLOGY,UROLOGY,daily_GENERAL MEDICINE,GENERAL MEDICINE,daily_OTHER,OTHER,daily_CARDIOLOGY,CARDIOLOGY,daily_OPHTHALMOLOGY,OPHTHALMOLOGY,daily_GYNAECOLOGY,GYNAECOLOGY,daily_DERMATOLOGY,DERMATOLOGY,daily_GASTROENTEROLOGY,GASTROENTEROLOGY,daily_REHABILITATION,REHABILITATION,daily_ONCOLOGY,ONCOLOGY,daily_COVID,COVID,daily_HAEMATOLOGY (CLINICAL),HAEMATOLOGY (CLINICAL),daily_TRAUMA AND ORTHOPAEDICS,TRAUMA AND ORTHOPAEDICS,daily_PALLIATIVE MEDICINE,PALLIATIVE MEDICINE,new_date
07/02/2019,12PM-6AM,6,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,0,0,16,-6,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-7,Thursday,2,Feb,9,505,0,53,2,89,0,26,0,4,0,15,7,193,0,1,0,43,0,2,0,1,0,0,0,17,0,30,0,1,0,0,0,10,0,1,0,19,07/02/2019 00:00
07/02/2019,6AM-12AM,4,0,0,0,0,10,2,4,2,0,0,0,0,0,1,0,0,2,25,-6,0,0,0,-1,-8,-1,-2,-2,0,0,0,0,-1,-2,0,0,-2,-25,Thursday,2,Feb,0,505,1,54,2,91,0,26,-2,2,0,15,2,195,0,1,0,43,0,2,0,1,0,0,-1,16,-1,29,0,1,0,0,0,10,0,1,-1,18,07/02/2019 06:00
07/02/2019,12AM-6PM,6,5,0,0,1,18,8,3,1,0,0,0,1,3,0,1,0,4,51,-7,-12,0,0,-2,-31,-10,-4,-1,-1,-1,0,0,-1,0,-2,0,-6,-78,Thursday,2,Feb,-27,478,-2,52,-1,90,-1,25,-1,1,-2,13,-13,182,1,2,-7,36,0,2,0,1,0,0,-1,15,0,29,-1,0,0,0,-1,9,0,1,2,20,07/02/2019 12:00
07/02/2019,6PM-12PM,3,4,0,0,0,7,1,5,0,1,0,0,1,0,0,7,0,0,29,-4,-1,0,0,0,-3,-3,-1,0,0,0,0,0,0,0,0,0,0,-12,Thursday,2,Feb,17,495,-2,50,4,94,7,32,-1,0,0,13,4,186,1,3,3,39,0,2,0,1,0,0,0,15,0,29,0,0,0,0,1,10,0,1,0,20,07/02/2019 18:00
08/02/2019,12PM-6AM,2,4,0,0,0,3,2,1,0,0,0,0,0,0,0,4,0,0,16,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,-2,0,0,-4,Friday,2,Feb,12,507,2,52,1,95,2,34,2,2,0,13,2,188,0,3,4,43,0,2,0,1,0,0,-1,14,0,29,0,0,0,0,0,10,0,1,0,20,08/02/2019 00:00
08/02/2019,6AM-12AM,1,2,0,0,0,11,8,2,4,0,0,0,0,0,1,1,0,1,31,-2,-1,0,0,-1,-13,-2,0,-4,-1,0,0,-2,-1,-1,-3,0,0,-31,Friday,2,Feb,0,507,6,58,2,97,-2,32,-1,1,1,14,-2,186,-2,1,1,44,0,2,0,1,0,0,-1,13,0,29,0,0,0,0,-1,9,0,1,-1,19,08/02/2019 06:00
08/02/2019,12AM-6PM,5,4,0,0,2,19,5,4,1,1,0,1,0,0,3,2,0,2,49,-3,-6,0,0,-2,-34,-12,-8,-1,0,0,-1,0,0,-1,-5,0,-2,-75,Friday,2,Feb,-26,481,-7,51,-4,93,-3,29,2,3,0,14,-15,171,0,1,-2,42,0,2,0,1,0,0,0,13,2,31,0,0,0,0,1,10,0,1,0,19,08/02/2019 12:00
08/02/2019,6PM-12PM,2,1,0,0,0,18,3,2,0,1,0,0,0,0,0,1,0,3,31,-4,-2,0,0,0,-10,-3,-1,0,0,0,0,0,-1,-1,-1,0,-2,-25,Friday,2,Feb,6,487,0,51,1,94,0,29,-2,1,1,15,8,179,0,1,-1,41,0,2,0,1,0,0,0,13,-1,30,0,0,0,0,1,11,0,1,-1,18,08/02/2019 18:00
09/02/2019,12PM-6AM,3,0,0,0,0,8,2,4,0,0,0,0,0,0,0,0,0,0,17,-1,0,0,0,0,-2,0,-1,0,0,0,0,0,0,0,0,0,0,-4,Saturday,2,Feb,13,500,2,53,3,97,0,29,2,3,0,15,6,185,0,1,0,41,0,2,0,1,0,0,0,13,0,30,0,0,0,0,0,11,0,1,0,18,09/02/2019 00:00
09/02/2019,6AM-12AM,4,0,0,0,0,7,6,0,0,0,0,0,0,0,0,1,0,3,21,-3,0,0,0,0,-6,-1,0,0,0,0,0,0,0,0,0,0,0,-10,Saturday,2,Feb,11,511,5,58,0,97,1,30,1,4,3,18,1,186,0,1,0,41,0,2,0,1,0,0,0,13,0,30,0,0,0,0,0,11,0,1,0,18,09/02/2019 06:00
09/02/2019,12AM-6PM,3,1,0,0,0,20,2,1,0,0,0,0,0,1,1,0,0,1,30,-6,-5,0,0,-1,-14,-6,-3,0,-1,0,-1,0,0,0,0,0,-3,-40,Saturday,2,Feb,-10,501,-4,54,-2,95,0,30,-3,1,-2,16,6,192,0,1,-4,37,-1,1,0,1,0,0,-1,12,1,31,0,0,0,0,-1,10,0,1,1,19,09/02/2019 12:00
09/02/2019,6PM-12PM,4,4,0,0,1,16,1,0,0,0,0,0,0,0,0,0,1,0,27,-3,0,0,0,0,-11,-3,-1,0,-1,0,0,0,0,0,-1,0,0,-20,Saturday,2,Feb,7,508,-2,52,-1,94,-1,29,1,2,0,16,5,197,0,1,4,41,0,1,0,1,0,0,1,13,0,31,0,0,0,0,-1,9,1,2,0,19,09/02/2019 18:00
10/02/2019,12PM-6AM,2,1,0,0,0,7,3,1,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,-1,Sunday,3,Feb,14,522,3,55,1,95,0,29,2,4,1,17,6,203,0,1,1,42,0,1,0,1,0,0,0,13,0,31,0,0,0,0,0,9,0,2,0,19,10/02/2019 00:00
10/02/2019,6AM-12AM,6,1,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,16,-6,0,0,0,0,-4,0,-1,0,0,0,0,0,-1,0,0,0,-2,-14,Sunday,3,Feb,2,524,3,58,-1,94,0,29,0,4,-2,15,2,205,0,1,1,43,0,1,0,1,0,0,0,13,0,31,0,0,0,0,0,9,0,2,-1,18,10/02/2019 06:00
10/02/2019,12AM-6PM,10,2,0,0,0,8,0,2,0,0,0,0,0,0,0,1,0,2,25,-12,-4,0,0,0,-15,-5,-2,0,-1,0,0,0,0,0,-3,0,-4,-46,Sunday,3,Feb,-21,503,-5,53,0,94,-2,27,-2,2,-2,13,-7,198,0,1,-2,41,0,1,0,1,0,0,0,13,0,31,0,0,0,0,-1,8,0,2,0,18,10/02/2019 12:00
10/02/2019,6PM-12PM,7,1,0,0,0,23,4,2,0,0,0,0,2,0,0,1,0,1,41,-2,-2,0,0,0,-10,-2,0,0,0,0,0,0,0,0,-1,0,0,-17,Sunday,3,Feb,24,527,2,55,2,96,0,27,5,7,1,14,13,211,2,3,-1,40,0,1,0,1,0,0,0,13,0,31,0,0,0,0,0,8,0,2,0,18,10/02/2019 18:00
11/02/2019,12PM-6AM,2,3,0,0,1,7,2,0,0,0,0,0,1,0,0,0,0,0,16,-4,0,0,0,0,0,-1,0,0,0,0,0,-1,-1,0,0,0,0,-7,Monday,3,Feb,9,536,1,56,0,96,0,27,-2,5,0,14,7,218,0,3,3,43,0,1,0,1,0,0,1,14,0,31,0,0,0,0,0,8,0,2,-1,17,11/02/2019 00:00
11/02/2019,6AM-12AM,3,4,0,0,1,5,7,1,0,0,0,0,0,0,0,0,0,0,21,-5,-1,0,0,0,-6,-3,-1,0,0,0,0,-2,0,-1,0,0,0,-19,Monday,3,Feb,2,538,4,60,0,96,0,27,-2,3,0,14,-1,217,-2,1,3,46,0,1,0,1,0,0,1,15,-1,30,0,0,0,0,0,8,0,2,0,17,11/02/2019 06:00
11/02/2019,12AM-6PM,10,3,0,0,0,19,12,5,2,0,0,1,0,2,2,0,0,0,56,-7,-4,0,0,-3,-27,-16,-5,-1,-1,0,0,0,-1,-2,-3,0,-6,-76,Monday,3,Feb,-20,518,-4,56,0,96,-3,24,3,6,-6,8,-8,209,0,1,-1,45,1,2,1,2,0,0,-3,12,0,30,0,0,0,0,-1,7,0,2,1,18,11/02/2019 12:00
11/02/2019,6PM-12PM,11,1,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,26,-13,-2,0,0,0,-8,-4,-3,0,-1,0,0,0,0,0,-1,0,0,-32,Monday,3,Feb,-6,512,-4,52,-2,94,-1,23,-2,4,0,8,5,214,0,1,-1,44,0,2,0,2,0,0,0,12,0,30,0,0,0,0,-1,6,0,2,0,18,11/02/2019 18:00
12/02/2019,12PM-6AM,6,0,0,0,0,11,2,1,0,0,0,0,0,0,0,0,0,0,20,-4,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,0,0,-7,Tuesday,3,Feb,13,525,2,54,0,94,0,23,2,6,0,8,10,224,0,1,0,44,0,2,0,2,0,0,0,12,0,30,0,0,0,0,0,6,0,2,-1,17,12/02/2019 00:00
12/02/2019,6AM-12AM,6,4,0,0,2,8,2,0,2,0,0,0,0,0,0,0,1,5,30,-6,-2,0,0,0,-10,-2,-1,-1,0,0,0,0,0,-1,-1,0,-3,-27,Tuesday,3,Feb,3,528,0,54,-1,93,-1,22,0,6,2,10,-2,222,0,1,2,46,0,2,1,3,0,0,2,14,-1,29,0,0,0,0,0,6,1,3,0,17,12/02/2019 06:00
12/02/2019,12AM-6PM,11,1,0,0,0,18,4,4,1,0,1,0,0,0,0,1,0,2,43,-11,-8,0,0,-1,-34,-8,-9,-2,-1,0,0,0,-3,0,0,0,-3,-80,Tuesday,3,Feb,-37,491,-4,50,-5,88,1,23,0,6,-1,9,-16,206,0,1,-7,39,0,2,-1,2,0,0,-1,13,0,29,1,1,0,0,-1,5,0,3,-3,14,12/02/2019 12:00
12/02/2019,6PM-12PM,8,2,0,0,3,21,4,1,0,0,0,0,0,0,0,1,0,0,40,-6,-3,0,0,0,-10,-3,-2,0,0,0,0,0,0,0,-1,-1,-1,-27,Tuesday,3,Feb,13,504,1,51,-1,87,0,23,2,8,-1,8,11,217,0,1,-1,38,0,2,0,2,0,0,3,16,0,29,0,1,0,0,0,5,-1,2,0,14,12/02/2019 18:00
13/02/2019,12PM-6AM,5,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,1,12,-8,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,Wednesday,3,Feb,3,507,1,52,2,89,0,23,-3,5,1,9,3,220,0,1,-1,37,0,2,0,2,0,0,0,16,0,29,0,1,0,0,0,5,0,2,0,14,13/02/2019 00:00
13/02/2019,6AM-12AM,6,2,0,0,0,11,4,2,4,0,0,0,0,1,0,0,0,1,31,-6,-2,0,0,0,-9,-1,0,-2,0,0,-1,0,0,0,0,0,-1,-22,Wednesday,3,Feb,9,516,3,55,2,91,0,23,0,5,0,9,2,222,0,1,0,37,-1,1,2,4,0,0,0,16,0,29,0,1,0,0,0,5,0,2,1,15,13/02/2019 06:00
13/02/2019,12AM-6PM,5,6,0,0,1,23,6,7,0,0,0,1,0,2,0,0,0,2,53,-4,-7,0,0,-2,-44,-17,-7,-3,0,-1,-1,0,0,0,-3,0,-2,-91,Wednesday,3,Feb,-38,478,-11,44,0,91,-3,20,1,6,0,9,-21,201,0,1,-1,36,0,1,-3,1,0,0,-1,15,0,29,-1,0,0,0,0,5,0,2,2,17,13/02/2019 12:00
13/02/2019,6PM-12PM,4,5,0,0,2,15,3,4,0,1,0,0,0,0,0,1,0,2,37,-8,-4,0,0,0,-11,-5,0,0,-1,0,0,0,-1,0,0,0,-1,-31,Wednesday,3,Feb,6,484,-2,42,4,95,1,21,-4,2,1,10,4,205,0,1,1,37,0,1,0,1,0,0,2,17,0,29,0,0,0,0,0,5,0,2,-1,16,13/02/2019 18:00
14/02/2019,12PM-6AM,6,0,0,0,1,8,2,2,0,0,0,0,0,0,0,1,0,2,22,-2,0,0,0,0,-2,0,0,0,0,0,0,0,-1,0,0,0,0,-5,Thursday,3,Feb,17,501,2,44,2,97,1,22,4,6,2,12,6,211,0,1,0,37,0,1,0,1,0,0,1,18,0,29,0,0,0,0,0,5,0,2,-1,15,14/02/2019 00:00
14/02/2019,6AM-12AM,5,2,0,0,0,4,4,2,5,0,0,0,0,0,0,0,2,4,28,-9,-1,0,0,0,-7,0,0,-1,-1,0,0,0,-1,0,-1,0,0,-21,Thursday,3,Feb,7,508,4,48,2,99,-1,21,-4,2,4,16,-3,208,0,1,1,38,0,1,4,5,0,0,0,18,0,29,0,0,0,0,-1,4,2,4,-1,14,14/02/2019 06:00
14/02/2019,12AM-6PM,6,5,0,0,0,23,4,5,0,0,0,0,0,1,3,1,0,4,52,-5,-5,0,0,-3,-41,-10,-6,-4,-1,0,0,0,0,-2,-2,-3,-4,-86,Thursday,3,Feb,-34,474,-6,42,-1,98,-1,20,1,3,0,16,-18,190,0,1,0,38,0,1,-4,1,0,0,-3,15,1,30,0,0,0,0,-1,3,-3,1,1,15,14/02/2019 12:00
14/02/2019,6PM-12PM,4,4,0,0,1,13,0,3,0,2,0,0,2,0,0,2,0,0,31,-3,-4,0,0,0,-10,0,-1,0,0,0,0,-2,0,0,-2,-1,-1,-24,Thursday,3,Feb,7,481,0,42,2,100,0,20,1,4,-1,15,3,193,0,1,0,38,0,1,0,1,0,0,1,16,0,30,0,0,0,0,2,5,-1,0,0,15,14/02/2019 18:00
15/02/2019,12PM-6AM,7,0,0,0,0,10,3,1,0,0,0,0,0,0,0,1,0,0,22,-6,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,-8,Friday,3,Feb,14,495,3,45,1,101,1,21,1,5,0,15,9,202,0,1,0,38,0,1,0,1,0,0,0,16,0,30,0,0,0,0,0,5,0,0,-1,14,15/02/2019 00:00
15/02/2019,6AM-12AM,1,1,0,0,0,10,4,1,2,0,0,0,0,0,0,1,0,2,22,-2,-1,0,0,0,-12,-4,-2,-1,0,0,0,0,0,-2,0,0,-2,-26,Friday,3,Feb,-4,491,0,45,-1,100,1,22,-1,4,0,15,-2,200,0,1,0,38,0,1,1,2,0,0,0,16,-2,28,0,0,0,0,0,5,0,0,0,14,15/02/2019 06:00
15/02/2019,12AM-6PM,6,7,0,0,0,19,3,4,1,0,0,0,1,2,1,1,0,1,46,-7,-8,0,0,-1,-30,-7,-9,-2,0,0,0,0,0,0,-1,0,-4,-69,Friday,3,Feb,-23,468,-4,41,-5,95,0,22,-1,3,-3,12,-11,189,1,2,-1,37,0,1,-1,1,0,0,-1,15,1,29,0,0,0,0,0,5,0,0,2,16,15/02/2019 12:00
15/02/2019,6PM-12PM,5,1,0,0,0,15,4,1,0,1,0,0,0,0,0,1,0,1,29,-4,-2,0,0,0,-16,-2,0,-1,-1,0,0,0,0,0,-3,0,-1,-30,Friday,3,Feb,-1,467,2,43,1,96,-2,20,1,4,0,12,-1,188,0,2,-1,36,0,1,-1,0,0,0,0,15,0,29,0,0,0,0,0,5,0,0,0,16,15/02/2019 18:00
16/02/2019,12PM-6AM,4,3,0,0,1,8,0,3,0,0,0,0,0,0,0,0,0,0,19,-2,0,0,0,0,-1,0,-1,0,0,0,0,-1,0,0,0,0,0,-5,Saturday,3,Feb,14,481,0,43,2,98,0,20,2,6,0,12,7,195,-1,1,3,39,0,1,0,0,0,0,1,16,0,29,0,0,0,0,0,5,0,0,0,16,16/02/2019 00:00
16/02/2019,6AM-12AM,2,3,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,1,13,-3,-1,0,0,-1,-4,-1,0,0,0,0,0,0,-1,0,0,0,0,-11,Saturday,3,Feb,2,483,1,44,0,98,0,20,-1,5,1,13,1,196,0,1,2,41,0,1,0,0,0,0,-1,15,0,29,0,0,0,0,0,5,0,0,-1,15,16/02/2019 06:00
16/02/2019,12AM-6PM,7,0,0,0,0,9,4,4,0,0,0,1,0,0,0,3,0,1,29,-7,-4,0,0,0,-18,-7,-4,0,0,0,0,0,0,-2,0,0,-3,-45,Saturday,3,Feb,-16,467,-3,41,0,98,3,23,0,5,-2,11,-9,187,0,1,-4,37,1,2,0,0,0,0,0,15,-2,27,0,0,0,0,0,5,0,0,0,15,16/02/2019 12:00
16/02/2019,6PM-12PM,8,2,0,0,0,11,1,1,0,0,0,0,0,0,0,0,0,2,25,-7,0,0,0,0,-9,-1,0,0,0,0,0,0,0,0,0,0,0,-17,Saturday,3,Feb,8,475,0,41,1,99,0,23,1,6,2,13,2,189,0,1,2,39,0,2,0,0,0,0,0,15,0,27,0,0,0,0,0,5,0,0,0,15,16/02/2019 18:00
17/02/2019,12PM-6AM,3,3,0,0,0,11,2,2,0,0,0,0,0,0,0,0,0,0,21,-6,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-7,Sunday,4,Feb,14,489,2,43,2,101,0,23,-3,3,0,13,11,200,0,1,3,42,0,2,0,0,0,0,0,15,0,27,0,0,0,0,-1,4,0,0,0,15,17/02/2019 00:00
17/02/2019,6AM-12AM,1,3,0,0,0,3,0,2,0,0,0,0,0,0,0,1,0,0,10,-2,0,0,0,0,-3,0,0,0,0,0,0,0,-1,0,0,0,0,-6,Sunday,4,Feb,4,493,0,43,2,103,1,24,-1,2,0,13,0,200,0,1,3,45,0,2,0,0,0,0,0,15,0,27,0,0,0,0,0,4,0,0,-1,14,17/02/2019 06:00
17/02/2019,12AM-6PM,7,1,0,0,1,13,5,2,0,0,0,0,0,0,0,0,0,0,29,-4,-5,0,0,-1,-19,-5,-2,0,-1,0,0,0,0,0,0,0,-1,-38,Sunday,4,Feb,-9,484,0,43,0,103,0,24,3,5,-1,12,-6,194,0,1,-4,41,0,2,0,0,0,0,0,15,0,27,0,0,0,0,-1,3,0,0,0,14,17/02/2019 12:00
17/02/2019,6PM-12PM,4,2,0,0,2,7,2,0,0,1,0,0,0,2,0,1,0,0,21,-6,0,0,0,0,-3,-2,0,0,0,0,0,0,0,0,0,0,0,-11,Sunday,4,Feb,10,494,0,43,0,103,1,25,-2,3,0,12,4,198,0,1,2,43,0,2,0,0,0,0,2,17,0,27,0,0,0,0,1,4,0,0,2,16,17/02/2019 18:00
18/02/2019,12PM-6AM,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,9,-4,0,0,0,0,-1,0,-2,0,0,0,0,0,-1,0,0,0,0,-8,Monday,4,Feb,1,495,0,43,-2,101,1,26,1,4,1,13,1,199,0,1,0,43,0,2,0,0,0,0,0,17,0,27,0,0,0,0,0,4,0,0,-1,15,18/02/2019 00:00
18/02/2019,6AM-12AM,3,1,0,0,1,3,14,0,2,0,0,1,0,1,0,0,0,1,27,-3,-1,0,0,0,-6,-3,-1,-1,0,0,0,0,0,0,0,0,0,-15,Monday,4,Feb,12,507,11,54,-1,100,0,26,0,4,1,14,-3,196,0,1,0,43,1,3,1,1,0,0,1,18,0,27,0,0,0,0,0,4,0,0,1,16,18/02/2019 06:00
18/02/2019,12AM-6PM,3,5,0,0,0,18,6,5,0,0,0,0,0,2,2,0,0,4,45,-6,-9,0,0,-1,-20,-16,-10,-1,-1,0,0,0,0,-2,-1,0,0,-67,Monday,4,Feb,-22,485,-10,44,-5,95,-1,25,-3,1,4,18,-2,194,0,1,-4,39,0,3,-1,0,0,0,-1,17,0,27,0,0,0,0,-1,3,0,0,2,18,18/02/2019 12:00
18/02/2019,6PM-12PM,6,5,0,0,2,11,1,4,0,0,0,0,2,0,1,0,0,1,33,-6,-2,0,0,0,-12,-2,-4,0,0,0,0,0,0,0,0,0,-1,-27,Monday,4,Feb,6,491,-1,43,0,95,0,25,0,1,0,18,-1,193,2,3,3,42,0,3,0,0,0,0,2,19,1,28,0,0,0,0,0,3,0,0,0,18,18/02/2019 18:00
19/02/2019,12PM-6AM,0,3,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,-2,0,0,0,0,0,0,-2,0,0,0,0,0,-4,Tuesday,4,Feb,5,496,0,43,1,96,0,25,0,1,1,19,2,195,-2,1,3,45,0,3,0,0,0,0,0,19,0,28,0,0,0,0,0,3,0,0,0,18,19/02/2019 00:00
19/02/2019,6AM-12AM,6,2,0,0,1,9,6,0,3,0,0,0,0,1,0,0,0,2,30,-3,0,0,0,0,-8,-1,-5,-2,0,0,-1,0,0,0,0,0,-2,-22,Tuesday,4,Feb,8,504,5,48,-5,91,0,25,3,4,0,19,1,196,0,1,2,47,-1,2,1,1,0,0,1,20,0,28,0,0,0,0,0,3,0,0,1,19,19/02/2019 06:00
19/02/2019,12AM-6PM,7,4,0,0,0,11,7,3,1,1,0,0,0,0,0,3,0,1,38,-8,-5,0,0,-4,-29,-7,-9,-2,0,0,0,0,0,0,-1,0,-3,-68,Tuesday,4,Feb,-30,474,0,48,-6,85,2,27,-1,3,-2,17,-18,178,0,1,-1,46,0,2,-1,0,0,0,-4,16,0,28,0,0,0,0,1,4,0,0,0,19,19/02/2019 12:00
19/02/2019,6PM-12PM,4,3,0,0,0,11,1,5,0,2,0,0,0,0,0,1,0,0,27,-5,-1,0,0,-1,-7,-1,-2,0,0,0,0,0,0,0,0,0,0,-17,Tuesday,4,Feb,10,484,0,48,3,88,1,28,-1,2,0,17,4,182,0,1,2,48,0,2,0,0,0,0,-1,15,0,28,0,0,0,0,2,6,0,0,0,19,19/02/2019 18:00
20/02/2019,12PM-6AM,4,2,0,0,1,3,1,2,0,0,0,0,2,0,0,0,0,0,15,-3,0,0,0,0,-3,0,-1,0,0,0,0,0,0,0,0,0,0,-7,Wednesday,4,Feb,8,492,1,49,1,89,0,28,1,3,0,17,0,182,2,3,2,50,0,2,0,0,0,0,1,16,0,28,0,0,0,0,0,6,0,0,0,19,20/02/2019 00:00
20/02/2019,6AM-12AM,6,2,0,0,0,11,3,3,1,0,0,0,0,0,0,0,0,2,28,-3,-2,0,0,-2,-2,0,-5,-1,0,0,0,-2,0,0,0,0,-1,-18,Wednesday,4,Feb,10,502,3,52,-2,87,0,28,3,6,1,18,9,191,-2,1,0,50,0,2,0,0,0,0,-2,14,0,28,0,0,0,0,0,6,0,0,0,19,20/02/2019 06:00
20/02/2019,12AM-6PM,8,3,0,0,0,18,2,5,1,0,0,0,2,0,0,0,0,4,43,-8,-2,0,0,0,-26,-6,-13,-1,0,0,0,0,-2,0,-5,0,-6,-69,Wednesday,4,Feb,-26,476,-4,48,-8,79,-5,23,0,6,-2,16,-8,183,2,3,1,51,0,2,0,0,0,0,0,14,0,28,0,0,0,0,0,6,0,0,-2,17,20/02/2019 12:00
20/02/2019,6PM-12PM,6,3,0,0,0,10,3,0,0,0,0,0,0,0,0,1,0,2,25,-9,-4,0,0,-1,-9,-3,-1,0,0,0,0,-2,-1,0,-1,0,-2,-33,Wednesday,4,Feb,-8,468,0,48,-1,78,0,23,-3,3,0,16,1,184,-2,1,-1,50,0,2,0,0,0,0,-1,13,0,28,0,0,0,0,0,6,0,0,-1,16,20/02/2019 18:00
21/02/2019,12PM-6AM,4,2,0,0,0,4,2,2,0,0,0,0,2,0,0,0,0,0,16,-2,0,0,0,0,0,0,-1,0,-1,0,0,0,0,0,-1,0,0,-5,Thursday,4,Feb,11,479,2,50,1,79,-1,22,2,5,0,16,4,188,2,3,2,52,0,2,0,0,0,0,0,13,0,28,0,0,0,0,-1,5,0,0,0,16,21/02/2019 00:00
21/02/2019,6AM-12AM,3,4,0,0,0,7,6,1,3,0,0,0,0,1,0,0,0,2,27,-6,-1,0,0,-1,-4,-2,-2,-1,0,0,-1,0,0,0,0,0,-3,-21,Thursday,4,Feb,6,485,4,54,-1,78,0,22,-3,2,-1,15,3,191,0,3,3,55,-1,1,2,2,0,0,-1,12,0,28,0,0,0,0,0,5,0,0,1,17,21/02/2019 06:00
21/02/2019,12AM-6PM,8,3,0,0,3,17,5,5,0,2,0,0,0,1,0,1,0,3,48,-3,-13,0,0,0,-27,-13,-5,-1,0,0,0,0,0,0,-1,0,-4,-67,Thursday,4,Feb,-19,466,-8,46,0,78,0,22,5,7,-1,14,-10,181,0,3,-10,45,0,1,-1,1,0,0,3,15,0,28,0,0,0,0,2,7,0,0,1,18,21/02/2019 12:00
21/02/2019,6PM-12PM,7,2,0,0,1,8,2,7,1,1,0,0,0,0,0,2,0,0,31,-12,-3,0,0,0,-6,-3,0,-1,0,0,0,-1,0,0,0,0,0,-26,Thursday,4,Feb,5,471,-1,45,7,85,2,24,-5,2,0,14,2,183,-1,2,-1,44,0,1,0,1,0,0,1,16,0,28,0,0,0,0,1,8,0,0,0,18,21/02/2019 18:00
22/02/2019,12PM-6AM,4,1,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,9,-3,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,-5,Friday,4,Feb,4,475,-1,44,2,87,1,25,1,3,0,14,0,183,0,2,1,45,0,1,0,1,0,0,0,16,0,28,0,0,0,0,0,8,0,0,0,18,22/02/2019 00:00
22/02/2019,6AM-12AM,5,2,0,0,0,7,5,0,5,0,0,0,0,1,0,0,0,1,26,-4,0,0,0,0,-8,-3,-2,-3,0,0,0,0,0,0,0,0,-3,-23,Friday,4,Feb,3,478,2,46,-2,85,0,25,1,4,-2,12,-1,182,0,2,2,47,0,1,2,3,0,0,0,16,0,28,0,0,0,0,0,8,0,0,1,19,22/02/2019 06:00
22/02/2019,12AM-6PM,8,3,0,0,0,18,4,3,0,0,0,0,0,0,1,1,0,3,41,-9,-12,0,0,-1,-20,-9,-6,-2,-2,0,-1,-1,0,-1,-1,0,-6,-71,Friday,4,Feb,-30,448,-5,41,-3,82,0,25,-1,3,-3,9,-2,180,-1,1,-9,38,-1,0,-2,1,0,0,-1,15,0,28,0,0,0,0,-2,6,0,0,0,19,22/02/2019 12:00
22/02/2019,6PM-12PM,7,1,0,0,1,15,3,1,0,1,0,0,2,0,0,0,0,5,36,-7,-4,0,0,-1,-12,-5,0,-1,0,0,0,0,-1,0,0,0,-1,-32,Friday,4,Feb,4,452,-2,39,1,83,0,25,0,3,4,13,3,183,2,3,-3,35,0,0,-1,0,0,0,0,15,0,28,0,0,0,0,1,7,0,0,-1,18,22/02/2019 18:00
